,Date Flown,Aircraft,Type Of Traveller,Seat Type,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Value For Money,Wifi & Connectivity,Recommended
2586,July 2015,NaN,Solo Leisure,Economy Class,1,3,2,4,1,1,NaN,no
2587,July 2015,Boeing 777-200,Couple Leisure,Economy Class,4,1,1,5,3,3,NaN,no
2588,July 2015,Boeing 777-300,Solo Leisure,Economy Class,2,3,3,4,4,4,NaN,no
2589,July 2015,Boeing 777-200,Family Leisure,Economy Class,4,4,4,3,4,4,NaN,yes
2590,July 2015,Boeing 777-200,Solo Leisure,Economy Class,4,2,3,4,3,3,NaN,yes
2591,July 2015,Boeing 767/Airbus A320,Solo Leisure,Premium Economy,4,2,4,3,3,3,NaN,yes
2592,May 2015,Boeing 777,Couple Leisure,Business Class,5,5,4,4,5,5,NaN,yes
2593,July 2015,Boeing 777,Business,Business Class,2,1,1,2,3,2,NaN,no
2594,July 2015,NaN,Couple Leisure,First Class,4,5,3,4,4,2,NaN,yes
2595,July 2015,Boeing 777-200,Couple Leisure,Business Class,4,5,3,4,4,5,NaN,yes
2596,July 2015,Boeing 747-400,Solo Leisure,Economy Class,1,2,3,1,1,1,NaN,no
2597,July 2015,NaN,Couple Leisure,Economy Class,2,3,3,NaN,4,3,NaN,yes
2598,June 2015,Boeing 747-400,Solo Leisure,Business Class,5,5,5,3,5,5,NaN,yes
2599,July 2015,Boeing 747-400,Solo Leisure,First Class,5,5,5,3,5,5,NaN,yes
2600,July 2015,Boeing 747,Solo Leisure,Business Class,2,3,1,1,3,2,NaN,no
2601,September 2014,A321 / Boeing 747-400,Solo Leisure,Economy Class,1,5,3,4,5,2,NaN,no
2602,June 2015,Boeing 747- 400,Family Leisure,Economy Class,3,5,4,3,4,5,NaN,yes
2603,July 2015,A321,Business,Economy Class,3,3,4,NaN,1,2,NaN,no
2604,December 2014,A320,Solo Leisure,Business Class,5,5,5,4,5,4,NaN,yes
2605,May 2015,A380,Couple Leisure,Economy Class,4,5,4,5,5,3,5,yes
2606,July 2015,Boeing 747-400,Business,Business Class,1,5,4,1,1,3,NaN,no
2607,July 2015,A320,Solo Leisure,Economy Class,2,4,1,NaN,1,3,NaN,no
2608,June 2015,A319/A320,Couple Leisure,Business Class,4,4,5,NaN,4,4,NaN,yes
2609,May 2015,A321,Family Leisure,Economy Class,5,5,4,1,4,5,NaN,yes
2610,June 2015,NaN,Business,Economy Class,1,1,1,3,1,1,NaN,no
2611,June 2015,A320,Family Leisure,Business Class,1,5,5,NaN,5,4,NaN,yes
2612,May 2015,Boeing 747-400,Couple Leisure,Premium Economy,4,5,4,5,3,4,4,yes
2613,July 2015,Boeing 767,Business,Business Class,1,4,1,1,3,1,NaN,no
2614,July 2015,Boeing 777,Business,Business Class,2,4,3,2,4,3,NaN,no
2615,July 2015,E170,Business,First Class,2,1,1,NaN,2,1,NaN,no
2616,June 2015,Boeing 777,Business,Business Class,2,2,2,3,2,2,NaN,no
2617,July 2015,Boeing 767,Business,Business Class,1,3,2,NaN,1,1,NaN,no
2618,July 2015,Boeing 747-400,Business,Business Class,1,3,2,NaN,2,2,NaN,no
2619,June 2015,NaN,Family Leisure,Economy Class,3,2,1,5,1,1,NaN,no
2620,August 2014,A318,Solo Leisure,Business Class,5,5,5,5,5,3,5,yes
2621,June 2015,NaN,Business,Economy Class,1,1,1,1,2,1,NaN,no
2622,June 2015,Boeing 777,Family Leisure,Economy Class,1,2,1,1,1,2,1,no
2623,July 2015,A320,Solo Leisure,Economy Class,3,5,4,NaN,5,5,NaN,yes
2624,July 2015,NaN,Family Leisure,Economy Class,2,1,2,2,3,2,NaN,no
2625,July 2015,NaN,Family Leisure,Economy Class,2,3,1,2,1,1,NaN,no
2626,June 2015,NaN,Family Leisure,Economy Class,1,1,NaN,NaN,3,1,NaN,no
2627,June 2015,B777-300 / A319,Solo Leisure,Economy Class,1,2,1,3,1,1,NaN,no
2628,July 2015,NaN,Solo Leisure,Business Class,3,3,4,2,4,4,NaN,no
2629,June 2015,NaN,Couple Leisure,Economy Class,4,3,1,NaN,1,1,NaN,no
2630,June 2015,A380,Solo Leisure,Economy Class,4,5,3,5,4,5,4,yes
2631,October 2014,Boeing 777-200,Family Leisure,Economy Class,4,4,3,3,4,5,NaN,yes
2632,June 2015,NaN,Couple Leisure,Premium Economy,3,2,2,3,3,1,3,no
2633,June 2015,A320 / Boeing 777-300,Solo Leisure,Economy Class,1,3,2,3,1,1,NaN,no
2634,November 2014,NaN,Couple Leisure,Economy Class,2,1,1,NaN,2,2,NaN,no
2635,November 2014,NaN,Couple Leisure,Economy Class,2,3,3,NaN,3,2,NaN,no
2636,June 2015,A321 and B767,Solo Leisure,Business Class,4,5,5,NaN,4,4,NaN,yes
2637,June 2015,Boeing 767,Couple Leisure,Business Class,2,5,2,2,2,2,NaN,no
2638,June 2015,A320,Couple Leisure,Business Class,3,4,5,NaN,1,4,NaN,yes
2639,June 2015,A319,Solo Leisure,Economy Class,5,5,3,NaN,5,4,NaN,yes
2640,May 2015,Airbus A380,Couple Leisure,Business Class,3,2,2,4,3,2,NaN,no
2641,June 2015,Boeing 737,Couple Leisure,Economy Class,3,4,3,NaN,1,1,NaN,no
2642,May 2015,A320,Business,Business Class,2,5,4,4,4,4,NaN,yes
2643,April 2015,B747-400 / A319,Solo Leisure,Economy Class,1,4,3,3,4,2,NaN,no
2644,June 2015,NaN,Business,Business Class,3,5,5,NaN,4,4,NaN,yes
2645,June 2015,A320,Solo Leisure,First Class,3,3,3,NaN,1,3,NaN,no
2646,June 2015,A320,Couple Leisure,Business Class,2,4,5,NaN,4,4,NaN,yes
2647,June 2015,B747 400,Solo Leisure,First Class,4,5,5,4,5,5,NaN,yes
2648,May 2015,777-200,Couple Leisure,Economy Class,1,1,1,1,1,1,NaN,no
2649,July 2014,777,Business,Business Class,5,5,4,5,4,3,NaN,yes
2650,May 2015,NaN,Solo Leisure,NaN,1,4,3,2,1,1,2,no
2651,June 2015,NaN,Couple Leisure,Business Class,3,5,4,3,4,3,NaN,yes
2652,June 2015,A320,Solo Leisure,Economy Class,4,5,4,NaN,4,4,4,yes
2653,June 2015,boeing 787,Solo Leisure,Business Class,4,3,3,4,3,3,NaN,yes
2654,June 2015,NaN,Couple Leisure,Economy Class,5,5,5,NaN,5,5,NaN,yes
2655,June 2015,NaN,Solo Leisure,Economy Class,5,5,3,NaN,4,5,NaN,yes
2656,May 2015,B747-400,Solo Leisure,Economy Class,3,4,4,4,4,4,NaN,yes
2657,June 2015,A320,Couple Leisure,Economy Class,3,5,3,NaN,4,4,NaN,yes
2658,May 2015,A321,Business,Business Class,1,3,2,1,3,1,1,no
2659,May 2015,B747,Solo Leisure,Economy Class,3,5,4,2,NaN,4,NaN,yes
2660,June 2015,777-300,Solo Leisure,Business Class,4,5,2,4,NaN,5,NaN,yes
2661,June 2015,A321,Solo Leisure,Economy Class,4,5,3,NaN,NaN,4,NaN,yes
2662,May 2015,A321,Solo Leisure,Economy Class,4,5,4,NaN,NaN,4,NaN,yes
2663,NaN,A319,Business,Business Class,5,2,2,1,NaN,1,NaN,no
2664,NaN,Boeing 777,Couple Leisure,Business Class,3,4,3,4,NaN,3,NaN,no
2665,NaN,Airbus 319,Business,Business Class,3,5,NaN,4,NaN,4,1,yes
2666,NaN,NaN,Family Leisure,Economy Class,3,5,5,5,NaN,4,NaN,yes
2667,NaN,Boeing 747-400,Business,Business Class,4,5,4,3,NaN,5,NaN,yes
2668,NaN,Boeing 747-400,Business,Business Class,4,2,3,4,NaN,3,NaN,yes
2669,NaN,NaN,Business,Premium Economy,4,1,1,3,NaN,3,NaN,no
2670,NaN,NaN,Business,Business Class,2,5,2,3,NaN,3,NaN,yes
2671,NaN,Boeing 747 / 777,Family Leisure,Business Class,4,5,5,2,NaN,5,NaN,yes
2672,NaN,NaN,NaN,Business Class,1,1,1,1,NaN,1,NaN,no
2673,NaN,NaN,NaN,Economy Class,1,1,2,2,NaN,1,NaN,no
2674,NaN,NaN,NaN,Economy Class,1,4,1,2,NaN,1,NaN,no
2675,NaN,NaN,NaN,Business Class,3,3,4,1,NaN,3,NaN,no
2676,NaN,NaN,NaN,First Class,4,3,1,4,NaN,3,NaN,yes
2677,NaN,NaN,NaN,Business Class,3,3,2,1,NaN,2,NaN,no
2678,NaN,NaN,NaN,Economy Class,4,3,2,1,NaN,2,NaN,no
2679,NaN,NaN,NaN,Premium Economy,1,4,2,1,NaN,1,NaN,no
2680,NaN,NaN,NaN,Premium Economy,3,3,2,1,NaN,3,NaN,no
2681,NaN,NaN,NaN,Economy Class,4,4,4,3,NaN,5,NaN,yes
2682,NaN,NaN,NaN,Economy Class,2,1,1,3,NaN,2,NaN,no
2683,NaN,NaN,NaN,Premium Economy,5,5,4,3,NaN,4,NaN,yes
2684,NaN,NaN,NaN,Economy Class,4,4,4,1,NaN,4,NaN,yes
2685,NaN,NaN,NaN,Business Class,1,4,1,1,NaN,1,NaN,no
2686,NaN,NaN,NaN,First Class,5,5,4,5,NaN,3,NaN,yes
2687,NaN,NaN,NaN,NaN,1,2,1,3,NaN,1,NaN,no
2688,NaN,NaN,NaN,Economy Class,3,2,3,3,NaN,2,NaN,no
2689,NaN,NaN,NaN,Premium Economy,4,2,2,3,NaN,3,NaN,no
2690,NaN,NaN,NaN,Economy Class,3,2,1,1,NaN,2,NaN,no
2691,NaN,NaN,NaN,Economy Class,1,1,1,2,NaN,1,NaN,no
2692,NaN,NaN,NaN,Premium Economy,5,5,3,2,NaN,4,NaN,yes
2693,NaN,NaN,NaN,Economy Class,4,4,4,3,NaN,4,NaN,yes
2694,NaN,NaN,NaN,Premium Economy,4,5,3,4,NaN,5,NaN,no
2695,NaN,NaN,NaN,Economy Class,5,5,5,4,NaN,5,NaN,yes
2696,NaN,NaN,NaN,Premium Economy,2,1,1,1,NaN,1,NaN,no
2697,NaN,NaN,NaN,First Class,5,5,5,5,NaN,5,NaN,yes
2698,NaN,NaN,NaN,Economy Class,4,5,3,4,NaN,5,NaN,yes
2699,NaN,NaN,NaN,Business Class,1,3,1,1,NaN,1,NaN,no
2700,NaN,NaN,NaN,Economy Class,2,3,2,2,NaN,3,NaN,yes
2701,NaN,NaN,NaN,Business Class,4,4,4,3,NaN,4,NaN,yes
2702,NaN,NaN,NaN,Economy Class,5,5,3,3,NaN,5,NaN,yes
2703,NaN,NaN,NaN,Business Class,4,5,5,4,NaN,4,NaN,yes
2704,NaN,NaN,NaN,First Class,5,5,5,5,NaN,5,NaN,yes
2705,NaN,NaN,NaN,Premium Economy,3,4,4,5,NaN,4,NaN,yes
2706,NaN,NaN,NaN,Economy Class,4,5,3,1,NaN,5,NaN,yes
2707,NaN,NaN,NaN,Business Class,4,5,5,4,NaN,5,NaN,yes
2708,NaN,NaN,NaN,Economy Class,4,4,2,2,NaN,3,NaN,yes
2709,NaN,NaN,NaN,Business Class,5,5,5,5,NaN,5,NaN,yes
2710,NaN,NaN,NaN,First Class,5,5,5,5,NaN,5,NaN,yes
2711,NaN,NaN,NaN,Premium Economy,4,4,4,3,NaN,4,NaN,yes
2712,NaN,NaN,NaN,Business Class,5,5,5,5,NaN,4,NaN,yes
2713,NaN,NaN,NaN,Premium Economy,4,5,4,2,NaN,5,NaN,yes
2714,NaN,NaN,NaN,Business Class,5,5,5,3,NaN,5,NaN,yes
2715,NaN,NaN,NaN,Economy Class,1,4,1,4,NaN,1,NaN,no
2716,NaN,NaN,NaN,Business Class,1,1,2,1,NaN,1,NaN,no
2717,NaN,NaN,NaN,Premium Economy,2,4,2,1,NaN,3,NaN,yes
2718,NaN,NaN,NaN,Business Class,1,1,1,2,NaN,2,NaN,no
2719,NaN,NaN,NaN,Economy Class,5,5,4,5,NaN,4,NaN,yes
2720,NaN,NaN,NaN,Business Class,4,4,4,2,NaN,4,NaN,yes
2721,NaN,NaN,NaN,Business Class,4,5,5,1,NaN,3,NaN,yes
2722,NaN,NaN,NaN,Business Class,4,5,5,3,NaN,4,NaN,yes
2723,NaN,NaN,NaN,Premium Economy,5,5,5,5,NaN,5,NaN,yes
2724,NaN,NaN,NaN,Business Class,5,5,4,5,NaN,5,NaN,yes
2725,NaN,NaN,NaN,Business Class,1,5,5,5,NaN,5,NaN,yes
2726,NaN,NaN,NaN,Premium Economy,3,1,2,5,NaN,3,NaN,no
2727,NaN,NaN,NaN,First Class,5,5,4,4,NaN,5,NaN,yes
2728,NaN,NaN,NaN,Business Class,5,5,5,3,NaN,5,NaN,yes
2729,NaN,NaN,NaN,Economy Class,5,5,5,2,NaN,5,NaN,yes
2730,NaN,NaN,NaN,Premium Economy,4,5,5,5,NaN,4,NaN,yes
2731,NaN,NaN,NaN,Economy Class,4,5,4,4,NaN,4,NaN,yes
2732,NaN,NaN,NaN,Business Class,4,5,5,5,NaN,5,NaN,yes
2733,NaN,NaN,NaN,Business Class,2,5,5,2,NaN,3,NaN,yes
2734,NaN,NaN,NaN,Business Class,2,5,3,1,NaN,4,NaN,yes
2735,NaN,NaN,NaN,Business Class,5,5,5,5,NaN,5,NaN,yes
2736,NaN,NaN,NaN,First Class,5,5,5,5,NaN,5,NaN,yes
2737,NaN,NaN,NaN,Business Class,5,5,5,5,NaN,5,NaN,yes
2738,NaN,NaN,NaN,Premium Economy,4,3,3,3,NaN,4,NaN,yes
2739,NaN,NaN,NaN,Premium Economy,4,5,5,5,NaN,5,NaN,yes
2740,NaN,NaN,NaN,First Class,5,5,4,4,NaN,5,NaN,yes
2741,NaN,NaN,NaN,Economy Class,5,5,5,5,NaN,4,NaN,yes
2742,NaN,NaN,NaN,Business Class,1,1,2,1,NaN,2,NaN,no
2743,NaN,NaN,NaN,Economy Class,5,3,4,2,NaN,5,NaN,yes
2744,NaN,NaN,NaN,First Class,5,5,5,5,NaN,5,NaN,yes
2745,NaN,NaN,NaN,Business Class,3,5,5,1,NaN,4,NaN,yes
2746,NaN,NaN,NaN,Economy Class,5,5,5,5,NaN,4,NaN,yes
2747,NaN,NaN,NaN,Premium Economy,1,1,3,1,NaN,1,NaN,no
2748,NaN,NaN,NaN,Economy Class,5,4,5,5,NaN,4,NaN,yes
2749,NaN,NaN,NaN,Business Class,4,5,5,4,NaN,5,NaN,yes
2750,NaN,NaN,NaN,Economy Class,3,3,2,4,NaN,3,NaN,no
2751,NaN,NaN,NaN,Economy Class,4,5,4,1,NaN,5,NaN,yes
2752,NaN,NaN,NaN,Premium Economy,3,3,4,5,NaN,4,NaN,yes
2753,NaN,NaN,NaN,Economy Class,3,4,4,1,NaN,5,NaN,yes
2754,NaN,NaN,NaN,Economy Class,5,5,4,3,NaN,4,NaN,yes
2755,NaN,NaN,NaN,Economy Class,5,5,5,3,NaN,5,NaN,yes
2756,NaN,NaN,NaN,Business Class,1,5,1,1,NaN,3,NaN,yes
2757,NaN,NaN,NaN,Business Class,5,5,4,5,NaN,4,NaN,yes
2758,NaN,NaN,NaN,Economy Class,2,3,4,3,NaN,3,NaN,no
2759,NaN,NaN,NaN,Business Class,1,1,1,3,NaN,1,NaN,no
2760,NaN,NaN,NaN,Economy Class,2,1,2,2,NaN,3,NaN,no
2761,NaN,NaN,NaN,Business Class,1,4,3,3,NaN,4,NaN,yes
2762,NaN,NaN,NaN,Economy Class,4,3,3,1,NaN,1,NaN,no
2763,NaN,NaN,NaN,First Class,5,2,5,3,NaN,4,NaN,yes
2764,NaN,NaN,NaN,Economy Class,4,3,1,3,NaN,3,NaN,yes
2765,NaN,NaN,NaN,Business Class,1,3,3,1,NaN,1,NaN,no
2766,NaN,NaN,NaN,Economy Class,2,2,3,2,NaN,3,NaN,no
2767,NaN,NaN,NaN,Business Class,2,3,2,1,NaN,3,NaN,no
2768,NaN,NaN,NaN,Business Class,2,4,3,1,NaN,4,NaN,no
2769,NaN,NaN,NaN,Economy Class,1,4,1,3,NaN,2,NaN,no
2770,NaN,NaN,NaN,Economy Class,4,4,4,4,NaN,4,NaN,yes
2771,NaN,NaN,NaN,Business Class,1,2,1,1,NaN,1,NaN,no
2772,NaN,NaN,NaN,Premium Economy,4,3,4,5,NaN,4,NaN,yes
2773,NaN,NaN,NaN,Business Class,4,1,2,2,NaN,1,NaN,no
2774,NaN,NaN,NaN,Economy Class,3,4,3,1,NaN,4,NaN,yes
2775,NaN,NaN,NaN,Economy Class,4,5,4,1,NaN,2,NaN,yes
2776,NaN,NaN,NaN,Business Class,3,4,4,2,NaN,3,NaN,yes
2777,NaN,NaN,NaN,Business Class,1,2,1,1,NaN,1,NaN,no
2778,NaN,NaN,NaN,First Class,3,3,1,3,NaN,2,NaN,no
2779,NaN,NaN,NaN,Business Class,3,3,3,5,NaN,3,NaN,yes
2780,NaN,NaN,NaN,Business Class,3,3,1,2,NaN,3,NaN,no
2781,NaN,NaN,NaN,Premium Economy,2,1,2,1,NaN,2,NaN,no
2782,NaN,NaN,NaN,Premium Economy,5,5,5,4,NaN,5,NaN,yes
2783,NaN,NaN,NaN,Business Class,4,3,3,1,NaN,3,NaN,no
2784,NaN,NaN,NaN,Business Class,2,5,5,5,NaN,4,NaN,yes
2785,NaN,NaN,NaN,Economy Class,4,4,5,1,NaN,4,NaN,yes
2786,NaN,NaN,NaN,Economy Class,1,1,1,1,NaN,1,NaN,no
2787,NaN,NaN,NaN,Business Class,1,3,1,1,NaN,1,NaN,no
2788,NaN,NaN,NaN,Economy Class,3,2,2,1,NaN,4,NaN,no
2789,NaN,NaN,NaN,Economy Class,2,3,1,1,NaN,3,NaN,no
2790,NaN,NaN,NaN,Business Class,2,4,4,1,NaN,3,NaN,yes
2791,NaN,NaN,NaN,Premium Economy,4,4,4,4,NaN,4,NaN,yes
2792,NaN,NaN,NaN,Economy Class,4,5,5,4,NaN,5,NaN,yes
2793,NaN,NaN,NaN,Economy Class,4,4,4,2,NaN,3,NaN,yes
2794,NaN,NaN,NaN,Business Class,2,4,3,1,NaN,2,NaN,yes
2795,NaN,NaN,NaN,First Class,4,4,5,4,NaN,4,NaN,yes
2796,NaN,NaN,NaN,Business Class,1,5,3,4,NaN,1,NaN,no
2797,NaN,NaN,NaN,Economy Class,5,4,4,4,NaN,5,NaN,yes
2798,NaN,NaN,NaN,Economy Class,2,5,4,1,NaN,4,NaN,yes
2799,NaN,NaN,NaN,Business Class,3,3,4,4,NaN,5,NaN,yes
2800,NaN,NaN,NaN,Economy Class,5,1,1,1,NaN,5,NaN,no
2801,NaN,NaN,NaN,Economy Class,4,5,4,1,NaN,5,NaN,yes
2802,NaN,NaN,NaN,Economy Class,5,5,5,5,NaN,5,NaN,yes
2803,NaN,NaN,NaN,Business Class,3,3,4,4,NaN,5,NaN,yes
2804,NaN,NaN,NaN,Economy Class,3,3,4,1,NaN,4,NaN,yes
2805,NaN,NaN,NaN,Premium Economy,4,5,4,5,NaN,5,NaN,yes
2806,NaN,NaN,NaN,Business Class,4,5,4,4,NaN,5,NaN,yes
2807,NaN,NaN,NaN,Economy Class,1,1,2,1,NaN,2,NaN,no
2808,NaN,NaN,NaN,First Class,3,1,1,1,NaN,1,NaN,no
2809,NaN,NaN,NaN,First Class,4,4,2,4,NaN,3,NaN,yes
2810,NaN,NaN,NaN,Economy Class,4,4,4,2,NaN,4,NaN,yes
2811,NaN,NaN,NaN,Economy Class,1,2,1,1,NaN,2,NaN,no
2812,NaN,NaN,NaN,Economy Class,3,4,4,3,NaN,3,NaN,yes
2813,NaN,NaN,NaN,Business Class,2,3,3,2,NaN,4,NaN,no
2814,NaN,NaN,NaN,Economy Class,5,5,5,3,NaN,5,NaN,yes
2815,NaN,NaN,NaN,Business Class,5,5,4,4,NaN,5,NaN,yes
2816,NaN,NaN,NaN,Economy Class,4,4,3,2,NaN,4,NaN,yes
2817,NaN,NaN,NaN,Business Class,1,3,2,1,NaN,2,NaN,no
2818,NaN,NaN,NaN,Business Class,4,5,4,5,NaN,4,NaN,yes
2819,NaN,NaN,NaN,Business Class,5,5,5,2,NaN,5,NaN,yes
2820,NaN,NaN,NaN,Economy Class,3,4,3,3,NaN,4,NaN,yes
2821,NaN,NaN,NaN,Economy Class,3,3,5,1,NaN,4,NaN,yes
2822,NaN,NaN,NaN,Economy Class,4,3,2,1,NaN,3,NaN,no
2823,NaN,NaN,NaN,Economy Class,2,5,3,1,NaN,4,NaN,yes
2824,NaN,NaN,NaN,Business Class,3,2,1,3,NaN,3,NaN,no
2825,NaN,NaN,NaN,Business Class,5,3,2,5,NaN,2,NaN,no
2826,NaN,NaN,NaN,Economy Class,3,4,3,5,NaN,5,NaN,yes
2827,NaN,NaN,NaN,Business Class,4,2,1,1,NaN,2,NaN,no
2828,NaN,NaN,NaN,Business Class,2,2,1,1,NaN,1,NaN,no
2829,NaN,NaN,NaN,Business Class,3,5,5,1,NaN,5,NaN,yes
2830,NaN,NaN,NaN,Economy Class,1,2,1,1,NaN,2,NaN,no
2831,NaN,NaN,NaN,Economy Class,4,5,4,1,NaN,4,NaN,yes
2832,NaN,NaN,NaN,Economy Class,1,3,1,2,NaN,1,NaN,no
2833,NaN,NaN,NaN,Economy Class,3,1,1,3,NaN,5,NaN,yes
2834,NaN,NaN,NaN,Economy Class,4,2,2,1,NaN,3,NaN,yes
2835,NaN,NaN,NaN,Business Class,1,5,4,1,NaN,1,NaN,no
2836,NaN,NaN,NaN,Business Class,4,5,4,1,NaN,4,NaN,yes
2837,NaN,NaN,NaN,Business Class,3,2,2,3,NaN,2,NaN,yes
2838,NaN,NaN,NaN,Economy Class,2,3,3,4,NaN,3,NaN,no
2839,NaN,NaN,NaN,Business Class,1,4,3,1,NaN,2,NaN,no
2840,NaN,NaN,NaN,Business Class,4,5,5,2,NaN,4,NaN,yes
2841,NaN,NaN,NaN,Economy Class,3,4,2,1,NaN,4,NaN,no
2842,NaN,NaN,NaN,Business Class,1,2,1,2,NaN,2,NaN,no
2843,NaN,NaN,NaN,Business Class,3,5,5,2,NaN,5,NaN,yes
2844,NaN,NaN,NaN,Economy Class,4,5,4,5,NaN,5,NaN,yes
2845,NaN,NaN,NaN,Economy Class,3,4,4,5,NaN,4,NaN,yes
2846,NaN,NaN,NaN,Premium Economy,5,5,5,4,NaN,5,NaN,yes
2847,NaN,NaN,NaN,Business Class,4,5,4,3,NaN,4,NaN,yes
2848,NaN,NaN,NaN,Business Class,1,4,2,2,NaN,1,NaN,no
2849,NaN,NaN,NaN,Premium Economy,2,1,1,2,NaN,1,NaN,no
2850,NaN,NaN,NaN,Economy Class,2,4,3,1,NaN,1,NaN,no
2851,NaN,NaN,NaN,Economy Class,1,2,3,1,NaN,3,NaN,no
2852,NaN,NaN,NaN,First Class,2,4,4,3,NaN,3,NaN,no
2853,NaN,NaN,NaN,Premium Economy,3,3,2,2,NaN,3,NaN,no
2854,NaN,NaN,NaN,Economy Class,4,4,4,1,NaN,4,NaN,yes
2855,NaN,NaN,NaN,Economy Class,1,1,2,1,NaN,3,NaN,no
2856,NaN,NaN,NaN,Economy Class,3,1,2,3,NaN,1,NaN,no
2857,NaN,NaN,NaN,Economy Class,2,3,2,1,NaN,2,NaN,no
2858,NaN,NaN,NaN,Business Class,3,4,2,3,NaN,3,NaN,no
2859,NaN,NaN,NaN,First Class,2,5,N/A,3,NaN,3,NaN,no
2860,NaN,NaN,NaN,Economy Class,3,5,1,1,NaN,2,NaN,no
2861,NaN,NaN,NaN,First Class,5,5,5,4,NaN,5,NaN,yes
2862,NaN,NaN,NaN,First Class,5,4,4,3,NaN,5,NaN,yes
2863,NaN,NaN,NaN,Economy Class,1,3,3,3,NaN,1,NaN,no
2864,NaN,NaN,NaN,Premium Economy,1,4,2,1,NaN,1,NaN,no
2865,NaN,NaN,NaN,Economy Class,1,1,1,2,NaN,1,NaN,no
2866,NaN,NaN,NaN,Business Class,5,5,5,4,NaN,5,NaN,yes
2867,NaN,NaN,NaN,Economy Class,3,1,2,2,NaN,3,NaN,no
2868,NaN,NaN,NaN,Economy Class,5,5,5,N/A,NaN,5,NaN,yes
2869,NaN,NaN,NaN,First Class,3,4,3,2,NaN,1,NaN,no
2870,NaN,NaN,NaN,Business Class,4,2,2,4,NaN,4,NaN,yes
2871,NaN,NaN,NaN,Economy Class,3,4,3,1,NaN,4,NaN,no
2872,NaN,NaN,NaN,Premium Economy,2,4,4,4,NaN,4,NaN,yes
2873,NaN,NaN,NaN,Business Class,5,5,5,5,NaN,5,NaN,yes
2874,NaN,NaN,NaN,Economy Class,5,5,5,5,NaN,5,NaN,yes
2875,NaN,NaN,NaN,Economy Class,3,5,4,4,NaN,4,NaN,yes
2876,NaN,NaN,NaN,Business Class,1,4,4,1,NaN,3,NaN,no
2877,NaN,NaN,NaN,Business Class,3,5,2,2,NaN,3,NaN,yes
2878,NaN,NaN,NaN,Business Class,2,1,1,3,NaN,1,NaN,no
2879,NaN,NaN,NaN,Business Class,3,5,4,2,NaN,2,NaN,yes
2880,NaN,NaN,NaN,Premium Economy,4,5,5,3,NaN,5,NaN,yes
2881,NaN,NaN,NaN,Business Class,3,3,3,2,NaN,3,NaN,no
2882,NaN,NaN,NaN,Business Class,3,4,4,4,NaN,4,NaN,yes
2883,NaN,NaN,NaN,First Class,4,5,5,4,NaN,4,NaN,yes
2884,NaN,NaN,NaN,First Class,5,5,5,3,NaN,4,NaN,yes
2885,NaN,NaN,NaN,Business Class,3,5,5,1,NaN,4,NaN,yes
2886,NaN,NaN,NaN,Economy Class,2,4,4,1,NaN,4,NaN,yes
2887,NaN,NaN,NaN,Business Class,3,4,3,2,NaN,3,NaN,no
2888,NaN,NaN,NaN,Business Class,4,5,5,5,NaN,3,NaN,yes
2889,NaN,NaN,NaN,Economy Class,3,3,1,3,NaN,1,NaN,no
2890,NaN,NaN,NaN,Business Class,5,4,4,5,NaN,4,NaN,yes
2891,NaN,NaN,NaN,Economy Class,1,1,2,1,NaN,1,NaN,no
2892,NaN,NaN,NaN,Business Class,4,4,4,4,NaN,4,NaN,yes
2893,NaN,NaN,NaN,Economy Class,4,5,5,1,NaN,5,NaN,yes
2894,NaN,NaN,NaN,Economy Class,2,1,1,3,NaN,2,NaN,no
2895,NaN,NaN,NaN,Business Class,4,4,3,3,NaN,5,NaN,yes
2896,NaN,NaN,NaN,First Class,2,1,4,1,NaN,1,NaN,no
2897,NaN,NaN,NaN,Economy Class,1,2,2,2,NaN,1,NaN,no
2898,NaN,NaN,NaN,Economy Class,4,4,1,1,NaN,2,NaN,no
2899,NaN,NaN,NaN,Economy Class,2,3,2,4,NaN,3,NaN,no
2900,NaN,NaN,NaN,Economy Class,2,2,1,2,NaN,3,NaN,no
2901,NaN,NaN,NaN,First Class,4,3,2,2,NaN,4,NaN,yes
2902,NaN,NaN,NaN,Business Class,3,3,3,3,NaN,3,NaN,yes
2903,NaN,NaN,NaN,Economy Class,5,3,4,1,NaN,5,NaN,yes
2904,NaN,NaN,NaN,Business Class,3,4,4,3,NaN,4,NaN,yes
2905,NaN,NaN,NaN,Business Class,1,3,2,1,NaN,1,NaN,no
2906,NaN,NaN,NaN,Business Class,5,5,5,4,NaN,5,NaN,yes
2907,NaN,NaN,NaN,Business Class,5,2,4,5,NaN,3,NaN,yes
2908,NaN,NaN,NaN,First Class,3,5,2,3,NaN,3,NaN,no
2909,NaN,NaN,NaN,Business Class,5,5,5,4,NaN,5,NaN,yes
2910,NaN,NaN,NaN,Business Class,5,5,5,3,NaN,5,NaN,yes
2911,NaN,NaN,NaN,First Class,4,5,4,4,NaN,5,NaN,yes
2912,NaN,NaN,NaN,First Class,5,4,4,4,NaN,4,NaN,yes
2913,NaN,NaN,NaN,Economy Class,3,3,1,1,NaN,2,NaN,yes
2914,NaN,NaN,NaN,Business Class,4,5,4,3,NaN,4,NaN,yes
2915,NaN,NaN,NaN,Economy Class,5,4,4,5,NaN,5,NaN,yes
